"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H15787","Spa Như Ý - Cơ sở 1","0243 9350 089","31 Lò Sũ , Lý Thái Tổ, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 23:30","","","Giảm béo, Massage giảm béo thông kinh lạc, Làm trắng da, Massage mặt, Tắm trắng, Tẩy da chết vùng mặt, Trẻ hóa da, Chữa nám, Triệt lông, Chữa nếp nhăn sâu, Massage chân, Massage body với tinh dầu hoa hồng, Massage body tinh dầu dừa, Massage body kèm đá nóng và tinh dầu hoa hồng, Tẩy da chết vùng mặt, Ngâm chân khử mùi, Chữa nếp nhăn sâu, Trị liệu thư giãn, Tắm trắng, Giảm béo, Trẻ hóa da, Làm trắng da, Chữa nám, Massage mặt, Triệt lông, Massage giảm béo thông kinh lạc","","","T11","H15787.jpg",
"H15788","Amy Beauty & Spa","090 886 76 69","203 Nguyễn Biểu, 2, Quận 5, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 21:00","","Amy Beauty & Spa tọa lạc trên đường Nguyễn Biểu, quận 5 là địa chỉ làm đẹp mới được khai trương đầu năm 2016. Đến với Amy Beauty & Spa, bạn không chỉ được giải tỏa căng thẳng, tiếp thêm nguồn năng lượng cho cơ thể mà còn được cải thiện nhan sắc, vẻ đẹp của mình với các dịch vụ đa dạng tại đây.","Phun mày tán bột, Phun mày pha lê, Se khít lỗ chân lông, Điều trị mụn","","K30","T11","H15788.jpg",
"H15789","Lá Spa","094 868 82 62","34 Hạ Hồi , Trần Hưng Đạo, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Đến với Lá Spa, bạn sẽ được tận hưởng cảm giác chăm sóc, nâng niu đúng nghĩa, để thật sự thấy rằng: “Sống để yêu thương”. Tại Lá Spa, hãy cho phép bản thân mình sống chậm lại một chút, yêu thương bản thân mình hơn một chút để ý thức hơn, trân trọng hơn những điều quý báu: Sức khỏe, tình yêu, sắc đẹp ...","Chăm sóc da mặt cơ bản, Sơn sửa móng, Massage chân, Massage toàn thân, Massage đá nóng, Đặc trị lỗ chân lông to, Tẩy da chết, Điều trị rạn da, Xông hơi, Chăm sóc da mặt cơ bản, Chăm sóc da mặt định kỳ, Chăm sóc da chống lão hóa, Chăm sóc da mặt đặc trị mụn, Chăm sóc trị nám liệu trình, Đặc trị lỗ chân lông to, Điều trị rạn da, Chăm sóc chống quầng thâm bọng mắt, Chăm sóc dưỡng thể, Massage chân, Tẩy da chết, Massage toàn thân, Sơn sửa móng, Đắp dưỡng, Xông hơi, Massage đá nóng, Bấm huyệt chân","","K30","T11","H15789.jpg",
"H15790","Spa Aspen Clinic- Cơ sở 1","0243 9264 720","3B Lý Thái Tổ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Khác với Spa truyền thống, mô hình Clinic & Spa mang đậm tính khoa học bằng việc ứng dụng kỹ thuật vật lý trị liệu – phục hồi chức năng, công nghệ phục hồi thẩm mỹ, mỹ phẩm và kỹ thuật chuyên biệt để có hiệu quả nhanh chóng hơn, rõ rệt hơn. Thành lập từ năm 2009, Aspen Clinic & Spa hiện đang có 2 mảng hoạt động:","Spa cho cơ thể, Làn da cơ thể, Spa da mặt, Spa Tóc - Móng, Chống lão hóa, Phục hồi da, Tạo dáng, Trị liệu năng lượng, Triệt lông, Spa da mặt, Spa cho cơ thể, Spa Tóc - Móng, Trị liệu năng lượng, Phục hồi da, Chống lão hóa, Tạo dáng, Làn da cơ thể, Triệt lông","","K30","T11","H15790.jpg",
"H15791","Bellezza Spa","0283 8681 989","188 Ba tháng Hai, 12, Quận 10, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:30 - 19:30","","Tọa lạc tại tuyến đường tấp nập của trung tâm thành phố, rất tiện cho việc di chuyển của quý khách hàng. Thiết kế sang trọng và ấm cúng, Bellezza Spa không chỉ mang đến vẻ đẹp tươi trẻ bên ngoài, mà còn giúp bạn từ bỏ mọi ưu phiền trong cuộc sống, căng thẳng về tinh thần, nâng niu, chiều chuộng cơ thể với đa dạng các dịch vụ massage body, massage foot, chăm sóc sức khỏe. Đội ngũ kỹ thuật viên chuyên nghiệp, được đào tạo bài bản cùng phong cách phục vụ tận tình. Các dịch vụ của Bellezza không chỉ dựa vào sản phẩm mà phải gắn liền với dịch vụ chuyên nghiệp, hướng đến khách hàng cũng như khâu chăm sóc tại nhà sau khi sử dụng dụng vụ, khách hàng sẽ được tư vấn nhằm hiểu rõ tình trạng của mình để có phương pháp chăm sóc cho phù hợp. Sản phẩm và dịch vụ chăm sóc da của chúng tôi được chứng nhận bởi các chuyên gia, báo chí và ngôi sao.","Chăm sóc da mặt, Chăm sóc da toàn thân, Chăm sóc da đặc trị, Massage chân, Massage cơ thể, Tắm trắng, Thay da sinh học, Trẻ hóa làn da, Đặc trị mụn, Điều trị sẹo rỗ, Waxing, Chăm sóc da mặt, Chăm sóc da đặc trị, Chăm sóc da toàn thân, Điều trị sẹo rỗ, Tắm trắng, Làm đẹp đôi mắt, Waxing, Thay da sinh học, Liệu pháp tắm khoáng, Massage cơ thể, Massage chân, Đặc trị mụn, Trẻ hoá làn da","","K30","T11","H15791.jpg",
"H15792","Spa Salut","0246 6557 979","79 Mai Hắc Đế, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","Thứ Hai - Chủ Nhật: 10:30 - 23:00","","Nằm ở nơi sầm uất bậc nhất Hà Thành, Salut Spa được thiết kế với phong cách sang trọng và tinh tế. Với vị trí đắc địa, cơ sở vật chất đạt tiêu chuẩn quốc tế cùng một đội ngũ nhân viên chuyên nghiệp, nhiệt tình, hiện nay Salut Spa đang là điểm đến lý tưởng của những người có nhu cầu làm đẹp và thư giãn.","Day ấn huyệt cục bộ vùng chân, tay, Day ấn huyệt cục bộ vùng đầu, Day ấn huyệt vai gáy, Xoa bóp, Day ấn huyệt cục bộ vùng chân, tay, Day ấn huyệt cục bộ vùng đầu, Day ấn huyệt vai gáy, Foot Massage, Massage chân, Massage toàn thân, Massage mặt, Massage đá nóng, Tắm thuốc, Massage bằng thảo mộc","","K30","T11","H15792.jpg",
"H15793","SF Spa - Cơ sở 2","0243 7475 301","30 Cửa Đông, Cửa Đông, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 23:30
Open Everyday: 09:00am to 11:30pm (Last appoinment before 10:00 pm) http://sfcompany.net/sf-spa-hanoi-lakeview/ dưới cùng góc trái","","Như một ốc đảo nhỏ giữa lòng Hà Nội, không gian mộc mạc đậm chất Việt Nam và mùi hương của gỗ đàn hương là ấn tượng đặc trưng của SF Spa, và bạn sẽ có một cảm giác gần gũi, thanh tịnh và thư giãn tuyệt đối khi đến đây.","Chăm sóc da, Massage chân tay, Massage cơ thể, Trẻ hóa da, Massage cơ thể, Massage chân tay, Massage cổ vai gáy, Chăm sóc da, Trẻ hóa da","","K05","T11","H15793.jpg",
"H15794","Dịch vụ chăm sóc sức khỏe Sandy Spa","0246 2695 883","C2 ngõ 34 Nguyễn Thị Định, Trung Hòa, Cầu Giấy, Hà Nội","","","Sandy Spa mong muốn với đẳng cấp chuyên nghiệp của mình sẽ giúp bạn có thể bỏ hết âu lo, những căng thẳng của cuộc sống đời thường để tận hưởng những giây phút thật sảng khoái, ấm áp và nhẹ nhàng.Giường nằm sạch sẽ với những bông hoa xinh xắn tạo cảm giác nhẹ nhàng, dễ chịu cho khách hàng.","Cân bằng độ ẩm, Thẩm thấu tinh chất chống lão hóa, Chống nhăn, Gỡ mặt nạ, Đắp mặt nạ cung cấp nước và độ ẩm, Bôi kem dưỡng cung cấp độ ẩm chống lão hóa cho da, Rửa mặt, Mát xa mặt lưu thông máu, Mát xa thư giãn cho cổ vai, Bóp chân thư giãn toàn thân, Gạt nước dơ, Massage tay, Massage lưu thông máu chống đau đầu, Nâng cơ bằng máy đặc trị, Tẩy da chết, Chống lão hóa da, Xông mặt thư giãn, Tẩy trang, Rửa mặt, Xông mặt thư giãn, Tẩy da chết, Gạt nước dơ, Mát xa mặt lưu thông máu, Mát xa thư giãn cho cổ vai, Thẩm thấu tinh chất chống lão hóa, Nâng cơ bằng máy đặc trị, Đắp mặt nạ cung cấp nước và độ ẩm, Cân bằng độ ẩm, Chống nhăn, Chống lão hóa da, Mát xa tay, Bóp chân thư giãn toàn thân, Mát xa lưu thông máu chống đau đầu, Gỡ mặt nạ, Thẩm thấu nước hoa hồng, Bôi kem dưỡng cung cấp độ ẩm chống lão hóa cho da","","","T11","H15794.jpg",
"H15795","Sài Gòn Angel Spa - Cơ sở 2","090 670 18 66","95 đường 3/2, 11, Quận 10, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","","Làm trắng da, Phun môi, Trẻ hóa da, Điều trị mụn cám, Điều trị mụn đầu đen, Điều trị nám, Triệt lông, Điều trị nám, Điều trị mụn bọc, Điều trị mụn cám, Điều trị mụn đầu đen, Triệt lông, Làm trắng da, Trẻ hóa da, Phẫu thuật thẩm mỹ, Phun môi, Phun mày","","K30","T11","H15795.jpg",
"H15796","Spa Huyền Trang - Cơ sở 2","0238 6523 999","161 Nguyễn Văn Cừ, Hưng Bình, Vinh, Nghệ An","Thứ Hai - Chủ Nhật: 07:30 - 20:00","","Toạ lạc giữa trung tâm Thành Phố Vinh, Thẩm mỹ viện Huyền Trang Spa là sự kết hợp giữa dịch vụ của spa thư giãn và thẩm mỹ viện, chú trọng tính hiệu quả để chữa các khiếm khuyết, cải thiện và làm đẹp hơn cho làn da. Ngoài ra, Huyền Trang Spa không đơn thuần là một nơi chăm sóc sắc đẹp hình thể. Sau những giờ làm việc căng thẳng bạn còn có thể đến Huyền Trang Spa để tận hưởng những giây phút thư giãn tuyệt vời khi cơ thể được chăm sóc, nâng niu… Bạn sẽ cảm thấy thích thú với những giờ phút ngâm mình trong làn nước thảo dược ấm áp, đắm mình trong hương tinh dầu thơm ngát làm dịu thần kinh, và thưởng thức không gian spa hoàn hảo.","Chăm sóc da cơ bản, Chỉnh lại phom dáng, Phẫu thuật thẩm mỹ, Phun thêu thẩm mỹ, Xóa sạm nám, Triệt tiêu mụn, Làm đầy sẹo rỗ, Xóa tàn nhang, Waxing, Triệt lông vĩnh viễn, Trẻ hoá da siêu tốc, Làm ốm cấp tốc, Nâng ngực, Nâng cơ mặt, Xóa nhăn không cần phẫu thuật, Tắm trắng, mịn da toàn thân, Trị nám, Trị sẹo, Trị tàn nhang, Xoá tràm, Xoá bớt, Xoá xăm, Giám béo, Nâng mũi, Tẩy nốt ruồi","","K30","T11","H15796.jpg",
"H15797","Spa Sen River","0283 8412 041","21 Phan Bội Châu, 14, Bình Thạnh, Hồ Chí Minh","","1.0","Sen River Spa là điểm hẹn quen thuộc uy tín của nhiều bạn trẻ thích làm đẹp. Mang đậm phong cách thiền, nơi đây giúp giải tỏa mọi căng thẳng, tạm gác lại những suy nghĩ buồn phiền trong cuộc sống. Với phương châm mang lại nét đẹp, sự hài lòng và thoải mái cho khách hàng, Sen River Spa được trang bị cơ sở vật chất, máy móc hiện đại. Sen River Spa sử dụng những dòng mỹ phẩm cao cấp, uy tín, sẵn sàng phụ vụ những liệu pháp chăm sóc sức khỏe phong phú, đa dạng, hấp dẫn. Chỉ cần ghé thăm Sen River Spa, mùi hương tinh dầu dịu nhẹ lan tỏa sẽ lưu luyến lòng khách hàng. Không gian sắp xếp sang trọng, thiết kế trang nhã, hài hòa với gam màu ấm nóng của những ngọn nến lung linh. Khách hàng sẽ được tận hưởng những dịch vụ massage, chăm sóc da, dịch vụ nail, trang điểm. Hương tinh dầu thoang thoảng, dịu nhẹ.","Chăm sóc da mặt, Nâng cơ 3D, trị chảy xệ, Giải độc, làm mềm da, Điều trị da nhờn, da mụn, Điều trị nám tàn nhang, Trẻ hóa da thu nhỏ lỗ chân lông, Điều trị da lão hóa, Tắm trắng, Điều trị giảm cân, Chăm sóc da toàn thân, Tẩy nốt ruồi, Triệt lông vĩnh viễn, Tẩy tế bào chết các loại da, Massage body, Massage foot, Chăm sóc bà bầu, Chăm sóc mẹ sau sinh, Chăm sóc người lớn tuổi","","K05, K30","T11","H15797.jpg",
"H15798","Day Spa","0243 7160 505","244 Nghi Tàm, Yên Phụ, Tây Hồ, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 22:00","","Day Spa nằm trên đường Nghi Tàm quận Tây Hồ Hà Nội có thể nói là điểm đến lý tưởng cho các bạn có nhu cầu chăm sóc sắc đẹp, làm mát-xa giảm căng thẳng sau ngày làm việc mệt nhọc. Salon Day Spa nằm gần với các khách sạn nổi tiếng Hà Nội như Sheraton, Sofitel Plaza và gần Hồ Tây. Phòng ở đây sạch sẽ, nhân viên từ lễ tân đến người làm đều rất chu đáo và vô cùng quan tâm đến khách. Trình độ và kỹ thuật làm của nhân viên phải nói là rất điêu luyện, chuyên nghiệp. Nếu có dịp bạn nên ghé qua thưởng thức dịch vụ ở Day Spa.","","","","T11","H15798.jpg",
"H15799","Nữ Hoàng Spa","096 140 06 72","129 Chu Văn An, 24, Bình Thạnh, Hồ Chí Minh","","","Nữ Hoàng Spa tọa lạc tại 129 Chu Văn An, Phường 24, Quận Bình Thạnh, Thành phố Hồ Chí Minh,  Spa Nữ Hoàng chính là thiên đường của cảm giác, là không gian mộng giữa thế giới thực, không gian mộc giữa thế giới đầy phức hợp, không gian thiền giữa thế giới thực tại.","Chăm sóc da mặt, Chăm sóc cơ thể, Trẻ hóa da, Trị mụn, Điều trị nám, Điều trị tàn nhang, Triệt lông","","K30","T11","H15799.jpg",
"H15800","Trung tâm chăm sóc Sức khỏe - Sắc đẹp Trần Gia","0243 7835 661","11 Trung Kính, Trung Hoà, Cầu Giấy, Hà Nội","","","","Xoa bóp, Xoa bóp, Tắm lá người dao","","K40, K30","T11","H15800.jpg",
"H15801","Fantasy Spa 2","0247 3606 247","89/13 Hàm Nghi, Nguyễn Thái Bình, Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 22:00","","","Chăm sóc mắt cơ bản, Trị liệu da dầu mụn đầu đen, Nuôi Vùng da mắt và dưỡng vùng da mắt lão hóa, Giảm béo bằng phương pháp đông y, Giảm béo bằng tảo biển, Giảm béo chuyên sâu vùng bụng, Massage giảm béo đào thải mỡ, Giảm cân, Giảm cân cấp tốc an toàn cho bụng, Phục hồi sức sống cho da, Tái tạo da, Tắm trắng Hồng Huyết Yến, Tắm trắng theo kiểu Nhật Bản, Tắm trắng toàn thân, Trẻ hoá nhờ sự nuôi dưỡng da vùng mắt, Điều trị mụn kết hợp Oxy Jet, Đặc trị mụn lưng, Đặc trị nám, Đặc trị tàn nhang, Triệt lông vĩnh viễn, Triệt lông chân vĩnh viễn bằng Laser, Triệt lông bằng ánh sáng New E-Light, Triệt lông New E Light, Đặc trị nám, Đặc trị tàn nhang, Trị liệu da dầu mụn đầu đen, Điều trị mụn kết hợp Oxyjeet, Đặc trị mụn lưng, Tái tạo da , Phục hồi sức sống cho da, Giảm béo bằng phương pháp đông y, Giảm cân cấp tốc an toàn cho bụng, Giảm béo chuyên sâu vùng bụng, Giảm cân, Massage giảm béo đào thải mỡ, Giảm béo bằng tảo biển, Chăm sóc mắt cơ bản, Trẻ hoá nhờ sự nuôi dưỡng da vùng mắt, Nuôi Vùng da mắt và dưỡng vùng da mắt lão hóa, Chăm sóc tay bằng mặt nạ Paraffin, Chăm sóc chân bằng mặt nạ Paraffin, Foot Massage, Massage Toàn thân, Massage Body, Massage Đá nóng, Tắm trắng Hồng Huyết Yến, Tắm trắng toàn thân, Massage Thái, Tắm trắng theo kiểu Nhật Bản , Triệt lông vĩnh viễn, Triệt lông bằng ánh sáng New E-Light, Triệt lông chân vĩnh viễn bằng Laser, Triệt lông New E Light ","","K05","T11","H15801.jpg",
"H15802","Cham Spa & Massage Đà Nẵng","0236 3626 262","B2.9 Lô 2&3 Ven sông Hàn, khu SunGroup, cầu Hòa Xuân, Hòa Xuân, Cẩm Lệ, Đà Nẵng","Thứ Hai - Chủ Nhật: 10:00 - 22:00","","Lấy cảm hứng từ văn hóa Chăm-pa cổ xưa, thiết kế kiến trúc và nội thất của Cham Spa & Massage đại diện cho những tinh hoa được vinh danh là di sản Thế giới. Nghệ thuật Chăm-pa trong thiết kế Cham Spa & Massage có một sức truyền cảm mạnh mẽ, mang đến xúc cảm thẩm mỹ sâu sắc cho tâm hồn, lay động khát khao tìm đến một hành trình tận hưởng cuộc sống mới.","Tắm lá thuốc người dao đỏ, Massage body, Foot massage, Chăm sóc da toàn thân, Chăm sóc da và massage mặt, Hỗ trợ điều trị thẩm mỹ công nghệ cao, Công nghệ giảm béo, Massage giảm béo truyền thống kết hợp bùn cứu Nhật Bản, Công nghệ giảm béo laser RF, Tân trang tiểu Eva","","K30","T11","H15802.jpg",
"H15803","L'opera De Paris Spa - Cơ sở 1","0283 9254 258","40 Lê Thị Riêng, Bến Thành, Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","LOpera De Paris là trung tâm làm đẹp chuyên nghiệp và uy tín tại thành phố Hồ Chí Minh. Dịch vụ làm đẹp đa dạng: tạo mẫu tóc, chăm sóc da chuyên nghiệp, massage thư giãn, tắm trắng, phun thêu thẩm mỹ… với liệu trình bài bản đáp ứng nhu cầu của nhiều đối tượng khách hàng.","Massage chân, Massage mặt, Massage toàn thân, Tắm trắng, Massage mặt, Massage toàn thân, Massage chân, Tắm trắng","","","T11","H15803.jpg",
"H15804","Châu Ngọc Spa","092 823 87 19","853 QuangTrung, 12, Gò Vấp, Hồ Chí Minh","","","Châu Ngọc Spa là một địa chỉ quen thuộc về điều trị, phục hồi sức khỏe, đào tạo dạy nghề kỹ thuật viên massage, day ấn huyệt chuyên nghiệp với những kỹ thuật Việt Nam mới độc đáo và chăm sóc thẩm mỹ. Hơn 40 năm kinh nghiệm và uy tín, công ty chúng tôi đã thực hiện nhiều khoá đào tạo, liên kết dạy nghề cấp chứng chỉ tại công ty, tại các câu lạc bộ, nhà văn hoá … Đến nay nhiều học viên của chúng tôi đã đủ khả năng mở cơ sở chăm sóc thẩm mỹ, massage, day ấn huyệt thành công trên địa bàn thành phố Hồ Chí Minh cũng như ở các tỉnh.","Chống nhăn, Đắp mặt nạ, Điều trị da chảy xệ, Massage cơ thể, Tắm trắng, Điều trị da lão hóa, Điều trị mụn mủ, Điều trị mụn trứng cá, Xông hơi, Điều trị tắc nghẽn mụn trứng cám, Điều trị mụn trứng cá, Điều trị da khô thiếu nuớc, Đặc trị mụn dị ứng, Điều trị da bị kích ứng, Điều trị da nhạy cảm, Điều trị da mỏng thấy mao mạch, Điều trị mụn bọc, Điều trị mụn mủ , Điều trị mụn viêm sưng, Chống nhăn, Làm mờ tàn nhang, Điều trị nám da ngoài, Điều trị da lão hóa, Điều trị da chảy xệ, Massage cơ thể, Xông hơi, Tắm khoáng cơ thể, Tắm trắng, Đắp mặt nạ","","K30","T11","H15804.jpg",
"H15805","Evenla Spa","0283 5176 299","183 Phan Xích Long , 7, Phú Nhuận, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 18:30","","Evenla Spa hướng tới mục tiêu trở thành trung tâm giảm béo (làm ốm) số một tại Việt Nam, chính vì vậy chúng tôi đã nghiên cứu, đầu tư rất nhiều vào các phương pháp và công nghệ có hiệu quả nhất, kết hợp hài hòa giữa việc giảm cân, giảm mỡ và đảm bảo an toàn cho sức khỏe của khách hàng đặc biệt là sức khỏe của phái đẹp. Evenla Spa được quản lý bởi chị Cao Quỳnh Anh – chuyên gia về giảm béo 10 năm kinh nghiệm chuyên sâu trong lĩnh vực giảm béo và làm đẹp.","Giảm béo, Tắm dưỡng toàn thân, Giảm béo, Massage cổ truyền, Tắm dưỡng toàn thân","","K30","T11","H15805.jpg",
"H15806","Spa Gót Sen","0283 5125 777","69/17 đường D2, 25, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 20:00","","Là con gái bạn luôn mong ước sẽ luôn giữ mãi được nét thanh xuân cùng năm tháng. Thế nhưng những bộn bề cuộc sống, áp lực trong công việc làm bạn mệt mỏi, căng thẳng và làn da cũng mất dần sức sống, xuất hiện nhiều vết đen sạm, nám, mụn... Lấy lại nét thanh xuân tươi trẻ và mang lại những giây phút thư giãn thật tuyệt vời cho bạn gái xua tan đi bao mệt nhọc, lo lắng cùng dịch vụ trẻ hóa da mặt và toàn thân tại Gót Sen Spa. Gót Sen Spa là địa chỉ làm đẹp quen thuộc của nhiều chị em phụ nữ với không gian thoáng mát, trang nhã, hiện đại, mang đến cho khách hàng những giây phút thư giãn và làm đẹp thoải mái.","Trẻ hóa da mặt, Dạy Belly","","K05, K30","T11","H15806.jpg",
"H15807","Sài Gòn Xinh Spa cơ sở 24","098 182 80 28","48 Hoàng Đình Giong, Hợp Giang, Cao Bằng, Cao Bằng","Thứ Hai - Chủ Nhật: 08:00 - 21:00","","Sài Gòn Xinh Spa tròn 15 năm tuổi. Một chặng đường không ngắn với muôn vàn những khó khăn thử thách. Nhưng với tinh thần đoàn kết, nỗ lực của ban lãnh đạo cùng tập thể nhân viên, chúng tôi đã vượt qua những khó khăn và khẳng định ví trí của mình trên thị trường làm đẹp tại Hà Nội. Với slogan “Chăm sóc cả gia đình bạn”,  Sài Gòn Xinh Spa luôn cố gắng phát triển vững bước trong thời gian hoạt động. Hiện nay Sài Gòn Xinh Spa đã mở rộng, phát triển mạng lưới các cơ sở của mình ra toàn miền Bắc và miền Trung, tiến tới sẽ mở rộng ra toàn lãnh thổ Việt Nam, vươn lên trở thành một trong những thương hiệu spa hàng đầu Việt Nam với sứ mạnh giúp phụ nữ Việt Nam trẻ trung hơn, xinh đẹp hơn.","Chăm sóc da mặt, Giảm béo, Nâng cơ xoá nhăn, Phun xăm thẩm mỹ, Tắm trắng, Trẻ hóa da từ tế bào gốc, Trẻ hóa da từ oxyjet, Trị mụn, trị sẹo lồi lõm, Trị nám, Đặc trị tàn nhang, Triệt lông vĩnh viễn, Xóa chàm, Trị mụn, trị sẹo lồi lõm, Triệt lông vĩnh viễn, Tắm trắng, Chăm sóc da mặt, Massage, Giảm béo, Phun xăm thẩm mỹ, Thanh lọc cơ thể, Trẻ hóa da từ oxijet, Trẻ hoá da từ tế bào gốc, Nâng cơ xoá nhăn, Trị nám, Đặc trị tàn nhang, Xoá chàm","","K30","T11","H15807.jpg",
"H15808","Thủy Nguyễn Spa - Cơ sở 2","0243 7223 355","100 Ngọc Hà, Đội Cấn , Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Là địa chỉ spa đáng tin cậy được nhiều khách hàng tín nhiệm, Thủy Nguyễn Spa có đủ các dịch vụ bao gồm: xông hơi, chăm sóc da mặt, massage, điều trị mụn, tắm dưỡng da toàn thân, waxing…giúp bạn lấy lại sự tự tin với một vẻ ngoài đẹp rạng rỡ cùng một tinh thần tràn đầy năng lượng. Trong lượt ưu đãi lần này, chúng tôi mang đến dịch vụ tắm trắng công nghệ hấp trắng pha lê tuyết (100 phút) của spagiúp thanh tẩy làn da, cung cấp dưỡng chất để làn da trở nên hồng hào, mịn màng.","Xông hơi, Chăm sóc da mặt, Massage, Điều trị mụn, Tẩy lông, Tắm trắng, Waxing","","K30","T11","H15808.jpg",
"H15809","Spa Bell Vian","0283 9915 949","16 Đặng Văn Ngữ, 10, Phú Nhuận, Hồ Chí Minh","Thứ Hai - Thứ Sáu: 08:00 - 20:30
Thứ Bảy: 08:00 - 20:30 , 08:00 - 20:30","","Tọa lạc tại 16/23A Đặng Văn Ngữ, phường 10, quận Phú Nhuận Bellvian Spa là một địa chỉ uy tín giúp bạn giải quyết triệt để các vấn đề về mụn và nám. Bellvian Spa với kiến trúc hiện đại của Phương Tây, một chút cổ điển của Phương Đông cùng không gian lịch sự, sạch sẽ, yên tĩnh, bạn sẽ cảm thấy như bước vào một thế giới khác hẳn, thật bình yên, dễ chịu. Bên cạnh đó, đội ngũ kỹ thuật viên chuyên nghiệp, tận tâm với nghề. Đến với Bellvian Spa, bạn không chỉ được chăm sóc sức khỏe và sắc đẹp một cách chu đáo, hiệu quả nhất mà còn có những phút giây thư giãn thật sự thoải mái, dễ chịu.","Tái tạo da, Làm mờ vết thâm, Làm tan nhân mụn, Làm mờ vết thâm, Tái tạo da","","K30","T11","H15809.jpg",
"H15810","Thiên Thanh Spa","090 695 65 37","489 Nguyễn Chí Thanh, 15, Quận 5, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Áp lực cuộc sống, gánh nặng công việc, không có thời gian chăm chút cho bản thân, thói quen ít vận động và đặc biệt là qua những lần sinh nở là nguyên nhân chính cho sự tăng kích cỡ quá mức vòng bụng của nhiều chị em phụ nữ. Một vòng bụng lớn không những ảnh hưởng xấu đến sức khỏe mà còn tác động không nhỏ khiến bạn mất tự tin trong giao tiếp hằng ngày. Do đó, giảm mỡ vòng bụng là mối bận tâm lớn của phụ nữ ngày nay trong công cuộc chăm sóc sắc đẹp toàn diện. ","Chăm sóc da, Đắp mặt nạ, Giảm mỡ bụng, Massage toàn thân, Tắm trắng, Tẩy tế bào chết, Điều trị mụn, Điều trị nám, Giảm mỡ bụng, Tẩy tế bào chết, Điều trị mụn, Điều trị nám, Tắm trắng, Chăm sóc da, Chạy vitamin C trắng da, Massage toàn thân, Đắp mặt nạ","","K30","T11","H15810.jpg",
"H15811","Spa & Nail Via","0283 8482 820","79 Trần Quang Khải, Tân Định, Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 22:00","","VI.A Nails & Spa sẽ là nơi thư giãn lý tưởng cho phái  đẹp với nhiều dịch vụ đa dạng từ chăm sóc móng tay, chân cho đến chăm sóc da mặt và toàn thân. Trong không  gian sang trọng, ấm cúng, với đầy đủ tiện nghi và tiện ích, chắc chắn Vi.A Nails & Spa sẽ mang đến cho bạn những giây phút thư giãn tuyệt vời nhất sau thời gian làm việc mệt mỏi, những lo toan trong cuộc sống cũng như những buồn phiền vì sự khắc nghiệt của thời gian đã đi qua.","Chăm sóc da mặt, Chăm sóc cơ thể, Chăm sóc gót ngọc, Tắm trắng, Làm ốm, Waxing, Chăm sóc da thư giãn, Chăm sóc da chuyên biệt, Điều trị da chống lão hoá, Điều trị da nhạy cảm, Điều trị mụn, Làm trắng sáng, Điều trị da vùng mắt, Chăm sóc da khô, Tắm dưỡng, Massage thư giãn, Massage chân, Làm hồng nhũ hoa, Triệt lông, Nâng cơ thu gọn","","K30","T11","H15811.jpg",
"H15812","Miss Trâm Beayty Spa - Cơ sở 2","090 978 32 89","529/159 Huỳnh Văn Bánh, 14, Phú Nhuận, Hồ Chí Minh","","","Thẩm mỹ viện Miss Trâm Beauty Spa đang nằm ở khu vực phía Nam đây là một trung tâm làm đẹp đang được nhiều người chú ý hiện nay, mọi người có thể tới đây chăm sóc da. Miss Tram Beauty Spa nằm ngay trung tâm thành phố, vị trí thuận tiện đi lại. Không gian Spa được thiết kế theo phong cách nhẹ nhàng, sang trọng và ấm cúng mang lại cho quý khách hàng cảm giác thư giãn, thoải mái. Thẩm mỹ viện Miss Trâm Beauty Spa còn trang bị những máy làm đẹp tiên tiến, kĩ thuật và nội thất hiện đại, tiện nghi.","Chăm sóc da, Phun thêu thẩm mỹ, Tắm trắng, Tẩy lông, Điều trị mụn, Triệt lông, Chăm sóc da, Tắm trắng, Tẩy lông, Triệt lông, Điều trị mụn, Phun thêu thẩm mỹ","","K30","T11","H15812.jpg",
